imageIndex,typ,errText,errorClassCombined,errorClassText,is_good,is_PseudoFehler
15081,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15082,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15083,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15084,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15085,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15086,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15087,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15088,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15089,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15090,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15091,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15092,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15093,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15094,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15095,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15096,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15097,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15098,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15099,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15100,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15101,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15102,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15103,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15104,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15105,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15106,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15107,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15108,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15109,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15110,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15111,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15112,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15113,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15114,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15115,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15116,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15117,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15118,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15119,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15120,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15121,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15122,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15123,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15124,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15125,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15126,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15127,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15128,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15129,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15130,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15131,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15132,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15133,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15134,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15135,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15136,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15137,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15138,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15139,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15140,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15141,ELLIPSE,Meniskus,good,PseudoFehler,1,1
15142,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15143,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15144,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15145,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15146,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15147,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15148,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15149,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15150,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15151,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15152,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15153,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15154,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15155,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15156,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15157,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15158,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15159,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15160,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15161,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15162,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15163,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15164,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15165,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15166,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15167,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15168,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15169,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15170,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15171,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15172,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15173,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15174,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15175,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15176,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15177,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15178,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15179,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15180,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15181,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15182,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15183,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15184,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15185,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15186,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15187,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15188,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15189,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15190,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15191,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15192,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15193,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15194,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15195,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15196,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15197,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15198,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15199,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15200,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15201,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15202,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15203,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15204,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15205,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15206,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15207,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15208,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15209,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15210,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15211,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15212,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15213,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15214,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15215,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15216,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15217,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15218,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15219,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15220,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15221,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15222,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15223,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15224,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15225,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15226,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15227,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15228,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15229,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15230,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15231,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15232,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15233,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15234,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15235,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15236,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15237,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15238,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15239,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15240,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15241,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15242,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15243,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15244,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15245,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15246,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15247,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15248,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15249,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15250,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15251,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15252,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15253,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15254,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15255,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15256,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15257,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15258,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15259,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15260,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15261,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15262,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15263,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15264,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15265,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15266,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15267,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15268,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15269,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15270,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15271,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15272,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15273,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15274,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15275,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15276,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15277,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15278,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15279,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15280,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15281,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15282,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15283,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15284,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15285,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15286,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15287,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15288,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15289,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15290,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15291,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15292,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15293,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15294,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15295,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15296,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15297,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15298,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15299,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15300,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15301,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15302,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15303,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15304,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15305,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15306,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15307,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15308,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15309,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15310,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15311,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15312,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15313,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15314,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15315,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15316,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15317,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15318,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15319,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15320,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15321,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15322,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15323,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15324,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15325,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15326,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15327,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15328,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15329,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15330,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15331,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15332,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15333,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15334,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15335,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15336,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15337,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15338,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15339,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15340,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15341,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15342,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15343,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15344,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15345,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15346,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15347,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15348,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15349,ELLIPSE,Pin,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15350,ELLIPSE,Meniskus,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
15351,ELLIPSE,Meniskus,good,PseudoFehler,1,1
15352,ELLIPSE,Pin,good,PseudoFehler,1,1
15353,ELLIPSE,Meniskus,good,PseudoFehler,1,1
15354,ELLIPSE,Pin,good,PseudoFehler,1,1
15355,ELLIPSE,Pin,good,PseudoFehler,1,1
15356,ELLIPSE,Meniskus,good,PseudoFehler,1,1
15357,ELLIPSE,Pin,good,PseudoFehler,1,1
15358,ELLIPSE,Pin,good,PseudoFehler,1,1
15359,ELLIPSE,Meniskus,good,PseudoFehler,1,1
15360,ELLIPSE,Pin,good,PseudoFehler,1,1
15361,ELLIPSE,Meniskus,good,PseudoFehler,1,1
15362,ELLIPSE,Pin,good,PseudoFehler,1,1
15363,ELLIPSE,Pin,good,PseudoFehler,1,1
15364,ELLIPSE,Meniskus,good,PseudoFehler,1,1
15365,ELLIPSE,Pin,good,PseudoFehler,1,1
15366,ELLIPSE,Pin,good,PseudoFehler,1,1
15367,ELLIPSE,Pin,good,PseudoFehler,1,1
15368,ELLIPSE,Meniskus,good,PseudoFehler,1,1
15369,ELLIPSE,Pin,good,PseudoFehler,1,1
15370,ELLIPSE,Pin,good,PseudoFehler,1,1
15371,ELLIPSE,Pin,good,PseudoFehler,1,1
15372,ELLIPSE,Pin,good,PseudoFehler,1,1
15373,ELLIPSE,Pin,good,PseudoFehler,1,1
15374,ELLIPSE,Pin,good,PseudoFehler,1,1
15375,ELLIPSE,Pin,good,PseudoFehler,1,1
15376,ELLIPSE,Pin,good,PseudoFehler,1,1
15377,ELLIPSE,Pin,good,PseudoFehler,1,1
15378,ELLIPSE,Pin,good,PseudoFehler,1,1
15379,ELLIPSE,Pin,good,PseudoFehler,1,1
15380,ELLIPSE,Meniskus,good,PseudoFehler,1,1
15381,ELLIPSE,Pin,good,PseudoFehler,1,1
15382,ELLIPSE,Pin,good,PseudoFehler,1,1
15383,ELLIPSE,Pin,good,PseudoFehler,1,1
15384,ELLIPSE,Pin,good,PseudoFehler,1,1
15385,ELLIPSE,Meniskus,good,PseudoFehler,1,1
15386,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15387,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15388,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15389,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15390,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15391,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15392,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15393,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15394,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15395,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15396,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15397,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15398,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15399,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15400,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15401,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15402,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15403,ELLIPSE,Pin,THT Bauteil fehlt,THT Bauteil fehlt,0,0
15404,ELLIPSE,Meniskus,THT Bauteil fehlt,THT Bauteil fehlt,0,0
